timestamp,source_ip,username,protocol,event_type,status,details
2026-05-20T17:47:30.910959,192.168.1.40,user,ssh,login_attempt,SUCCESS,
2026-05-20T17:52:30.910959,192.168.1.46,admin,ssh,login_attempt,SUCCESS,
2026-05-20T17:57:30.910959,192.168.1.18,user,ssh,login_attempt,SUCCESS,
2026-05-20T18:02:30.910959,192.168.1.47,admin,ssh,login_attempt,FAILED,Timeout
2026-05-20T18:07:30.910959,192.168.1.18,admin,ssh,login_attempt,SUCCESS,
2026-05-20T18:12:30.910959,192.168.1.33,user,ssh,login_attempt,SUCCESS,
2026-05-20T18:17:30.910959,192.168.1.17,user,ssh,login_attempt,SUCCESS,
2026-05-20T18:22:30.910959,192.168.1.39,admin,ssh,login_attempt,SUCCESS,
2026-05-20T18:27:30.910959,192.168.1.35,user,ssh,login_attempt,SUCCESS,
2026-05-20T18:32:30.910959,192.168.1.29,user,ssh,login_attempt,SUCCESS,
2026-05-20T18:37:30.910959,192.168.1.14,user,ssh,login_attempt,SUCCESS,
2026-05-20T18:42:30.910959,10.0.0.5,root,ssh,login_attempt,SUCCESS,
2026-05-20T18:47:30.910959,192.168.1.11,admin,ssh,login_attempt,FAILED,Authentication failure
2026-05-20T18:52:30.910959,192.168.1.20,user,ssh,login_attempt,SUCCESS,
2026-05-20T18:57:30.910959,192.168.1.22,user,ssh,login_attempt,FAILED,Authentication failure
2026-05-20T19:02:30.910959,192.168.1.46,user,ssh,login_attempt,SUCCESS,
2026-05-20T19:07:30.910959,192.168.1.48,admin,ssh,login_attempt,FAILED,Failed password
2026-05-20T19:12:30.910959,192.168.1.30,user,ssh,login_attempt,SUCCESS,
2026-05-20T19:17:30.910959,192.168.1.2,admin,ssh,login_attempt,SUCCESS,
2026-05-20T19:22:30.910959,10.0.0.5,admin,ssh,login_attempt,FAILED,Timeout
2026-05-20T19:27:30.910959,192.168.1.17,admin,ssh,login_attempt,SUCCESS,
2026-05-20T19:32:30.910959,192.168.1.18,user,ssh,login_attempt,FAILED,Timeout
2026-05-20T19:37:30.910959,192.168.1.12,admin,ssh,login_attempt,SUCCESS,
2026-05-20T19:42:30.910959,192.168.1.16,user,ssh,login_attempt,SUCCESS,
2026-05-20T19:47:30.910959,192.168.1.23,user,ssh,login_attempt,SUCCESS,
2026-05-20T19:52:30.910959,192.168.1.32,admin,ssh,login_attempt,FAILED,Invalid password
2026-05-20T19:57:30.910959,192.168.1.30,admin,ssh,login_attempt,SUCCESS,
2026-05-20T20:02:30.910959,192.168.1.33,user,ssh,login_attempt,FAILED,Connection closed
2026-05-20T20:07:30.910959,192.168.1.16,user,ssh,login_attempt,SUCCESS,
2026-05-20T20:12:30.910959,192.168.1.41,user,ssh,login_attempt,SUCCESS,
2026-05-20T20:17:30.910959,192.168.1.13,user,ssh,login_attempt,SUCCESS,
2026-05-20T20:22:30.910959,10.0.0.5,debian,ssh,login_attempt,FAILED,Invalid password
2026-05-20T20:27:30.910959,192.168.1.42,user,ssh,login_attempt,SUCCESS,
2026-05-20T20:32:30.910959,192.168.1.20,user,ssh,login_attempt,SUCCESS,
2026-05-20T20:37:30.910959,10.0.0.3,centos,ssh,login_attempt,FAILED,Failed password
2026-05-20T20:42:30.910959,192.168.1.38,admin,ssh,login_attempt,FAILED,Failed password
2026-05-20T20:47:30.910959,10.0.0.4,ubuntu,ssh,login_attempt,FAILED,Failed password
2026-05-20T20:52:30.910959,192.168.1.45,user,ssh,login_attempt,FAILED,Failed password
2026-05-20T20:57:30.910959,192.168.1.21,user,ssh,login_attempt,SUCCESS,
2026-05-20T21:02:30.910959,192.168.1.37,user,ssh,login_attempt,SUCCESS,
2026-05-20T21:07:30.910959,10.0.0.4,user,ssh,login_attempt,SUCCESS,
2026-05-20T21:12:30.910959,192.168.1.30,user,ssh,login_attempt,SUCCESS,
2026-05-20T21:17:30.910959,192.168.1.32,admin,ssh,login_attempt,SUCCESS,
2026-05-20T21:22:30.910959,192.168.1.46,admin,ssh,login_attempt,SUCCESS,
2026-05-20T21:27:30.910959,10.0.0.1,debian,ssh,login_attempt,FAILED,Failed password
2026-05-20T21:32:30.910959,192.168.1.4,admin,ssh,login_attempt,FAILED,Connection closed
2026-05-20T21:37:30.910959,192.168.1.1,admin,ssh,login_attempt,FAILED,Authentication failure
2026-05-20T21:42:30.910959,192.168.1.41,admin,ssh,login_attempt,SUCCESS,
2026-05-20T21:47:30.910959,192.168.1.48,admin,ssh,login_attempt,SUCCESS,
2026-05-20T21:52:30.910959,192.168.1.8,admin,ssh,login_attempt,FAILED,Connection closed
2026-05-20T21:57:30.910959,192.168.1.20,admin,ssh,login_attempt,SUCCESS,
2026-05-20T22:02:30.910959,192.168.1.23,admin,ssh,login_attempt,SUCCESS,
2026-05-20T22:07:30.910959,192.168.1.27,admin,ssh,login_attempt,SUCCESS,
2026-05-20T22:12:30.910959,192.168.1.11,admin,ssh,login_attempt,SUCCESS,
2026-05-20T22:17:30.910959,10.0.0.4,centos,ssh,login_attempt,FAILED,Timeout
2026-05-20T22:22:30.910959,192.168.1.31,user,ssh,login_attempt,SUCCESS,
2026-05-20T22:27:30.910959,192.168.1.37,admin,ssh,login_attempt,SUCCESS,
2026-05-20T22:32:30.910959,192.168.1.47,user,ssh,login_attempt,FAILED,Invalid password
2026-05-20T22:37:30.910959,192.168.1.11,admin,ssh,login_attempt,SUCCESS,
2026-05-20T22:42:30.910959,192.168.1.13,user,ssh,login_attempt,SUCCESS,
2026-05-20T22:47:30.910959,192.168.1.39,admin,ssh,login_attempt,SUCCESS,
2026-05-20T22:52:30.910959,192.168.1.15,user,ssh,login_attempt,SUCCESS,
2026-05-20T22:57:30.910959,192.168.1.35,user,ssh,login_attempt,FAILED,Timeout
2026-05-20T23:02:30.910959,192.168.1.44,user,ssh,login_attempt,SUCCESS,
2026-05-20T23:07:30.910959,192.168.1.36,user,ssh,login_attempt,FAILED,Authentication failure
2026-05-20T23:12:30.910959,192.168.1.6,user,ssh,login_attempt,SUCCESS,
2026-05-20T23:17:30.910959,192.168.1.26,user,ssh,login_attempt,SUCCESS,
2026-05-20T23:22:30.910959,192.168.1.24,user,ssh,login_attempt,SUCCESS,
2026-05-20T23:27:30.910959,192.168.1.17,admin,ssh,login_attempt,FAILED,Invalid password
2026-05-20T23:32:30.910959,10.0.0.5,admin,ssh,login_attempt,FAILED,Authentication failure
2026-05-20T23:37:30.910959,192.168.1.14,user,ssh,login_attempt,SUCCESS,
2026-05-20T23:42:30.910959,192.168.1.13,admin,ssh,login_attempt,FAILED,Connection closed
2026-05-20T23:47:30.910959,192.168.1.43,user,ssh,login_attempt,FAILED,Invalid password
2026-05-20T23:52:30.910959,192.168.1.14,admin,ssh,login_attempt,SUCCESS,
2026-05-20T23:57:30.910959,192.168.1.1,user,ssh,login_attempt,FAILED,Invalid password
2026-05-21T00:02:30.910959,192.168.1.25,user,ssh,login_attempt,SUCCESS,
2026-05-21T00:07:30.910959,192.168.1.9,admin,ssh,login_attempt,SUCCESS,
2026-05-21T00:12:30.910959,192.168.1.6,admin,ssh,login_attempt,SUCCESS,
2026-05-21T00:17:30.910959,192.168.1.44,admin,ssh,login_attempt,SUCCESS,
2026-05-21T00:22:30.910959,192.168.1.50,admin,ssh,login_attempt,SUCCESS,
2026-05-21T00:27:30.910959,192.168.1.19,user,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T00:32:30.910959,192.168.1.6,user,ssh,login_attempt,SUCCESS,
2026-05-21T00:37:30.910959,192.168.1.41,user,ssh,login_attempt,SUCCESS,
2026-05-21T00:42:30.910959,192.168.1.1,user,ssh,login_attempt,SUCCESS,
2026-05-21T00:47:30.910959,10.0.0.2,user,ssh,login_attempt,FAILED,Invalid password
2026-05-21T00:52:30.910959,192.168.1.31,user,ssh,login_attempt,SUCCESS,
2026-05-21T00:57:30.910959,192.168.1.2,admin,ssh,login_attempt,SUCCESS,
2026-05-21T01:02:30.910959,192.168.1.16,user,ssh,login_attempt,SUCCESS,
2026-05-21T01:07:30.910959,192.168.1.13,user,ssh,login_attempt,SUCCESS,
2026-05-21T01:12:30.910959,192.168.1.1,user,ssh,login_attempt,SUCCESS,
2026-05-21T01:17:30.910959,192.168.1.17,admin,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T01:22:30.910959,192.168.1.18,user,ssh,login_attempt,SUCCESS,
2026-05-21T01:27:30.910959,192.168.1.30,admin,ssh,login_attempt,SUCCESS,
2026-05-21T01:32:30.910959,192.168.1.8,user,ssh,login_attempt,SUCCESS,
2026-05-21T01:37:30.910959,192.168.1.25,admin,ssh,login_attempt,FAILED,Invalid password
2026-05-21T01:42:30.910959,192.168.1.37,admin,ssh,login_attempt,FAILED,Timeout
2026-05-21T01:47:30.910959,192.168.1.41,admin,ssh,login_attempt,SUCCESS,
2026-05-21T01:52:30.910959,192.168.1.14,user,ssh,login_attempt,SUCCESS,
2026-05-21T01:57:30.910959,192.168.1.17,admin,ssh,login_attempt,SUCCESS,
2026-05-21T02:02:30.910959,192.168.1.3,user,ssh,login_attempt,SUCCESS,
2026-05-21T02:07:30.910959,192.168.1.29,user,ssh,login_attempt,SUCCESS,
2026-05-21T02:12:30.910959,192.168.1.49,user,ssh,login_attempt,SUCCESS,
2026-05-21T02:17:30.910959,192.168.1.25,user,ssh,login_attempt,SUCCESS,
2026-05-21T02:22:30.910959,192.168.1.9,admin,ssh,login_attempt,SUCCESS,
2026-05-21T02:27:30.910959,192.168.1.7,user,ssh,login_attempt,FAILED,Connection closed
2026-05-21T02:32:30.910959,192.168.1.39,admin,ssh,login_attempt,FAILED,Connection closed
2026-05-21T02:37:30.910959,192.168.1.25,user,ssh,login_attempt,SUCCESS,
2026-05-21T02:42:30.910959,192.168.1.14,user,ssh,login_attempt,FAILED,Timeout
2026-05-21T02:47:30.910959,192.168.1.35,user,ssh,login_attempt,SUCCESS,
2026-05-21T02:52:30.910959,192.168.1.29,admin,ssh,login_attempt,SUCCESS,
2026-05-21T02:57:30.910959,192.168.1.38,user,ssh,login_attempt,SUCCESS,
2026-05-21T03:02:30.910959,192.168.1.23,user,ssh,login_attempt,FAILED,Timeout
2026-05-21T03:07:30.910959,192.168.1.6,user,ssh,login_attempt,SUCCESS,
2026-05-21T03:12:30.910959,192.168.1.12,admin,ssh,login_attempt,SUCCESS,
2026-05-21T03:17:30.910959,192.168.1.30,admin,ssh,login_attempt,SUCCESS,
2026-05-21T03:22:30.910959,192.168.1.27,user,ssh,login_attempt,SUCCESS,
2026-05-21T03:27:30.910959,192.168.1.31,user,ssh,login_attempt,FAILED,Timeout
2026-05-21T03:32:30.910959,192.168.1.33,admin,ssh,login_attempt,SUCCESS,
2026-05-21T03:37:30.910959,192.168.1.41,user,ssh,login_attempt,SUCCESS,
2026-05-21T03:42:30.910959,192.168.1.1,admin,ssh,login_attempt,SUCCESS,
2026-05-21T03:47:30.910959,192.168.1.22,admin,ssh,login_attempt,SUCCESS,
2026-05-21T03:52:30.910959,192.168.1.16,admin,ssh,login_attempt,SUCCESS,
2026-05-21T03:57:30.910959,192.168.1.22,admin,ssh,login_attempt,SUCCESS,
2026-05-21T04:02:30.910959,10.0.0.5,user,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T04:07:30.910959,192.168.1.5,admin,ssh,login_attempt,SUCCESS,
2026-05-21T04:12:30.910959,192.168.1.11,admin,ssh,login_attempt,FAILED,Connection closed
2026-05-21T04:17:30.910959,192.168.1.24,user,ssh,login_attempt,SUCCESS,
2026-05-21T04:22:30.910959,192.168.1.27,user,ssh,login_attempt,FAILED,Failed password
2026-05-21T04:27:30.910959,192.168.1.21,admin,ssh,login_attempt,SUCCESS,
2026-05-21T04:32:30.910959,192.168.1.9,user,ssh,login_attempt,SUCCESS,
2026-05-21T04:37:30.910959,192.168.1.3,admin,ssh,login_attempt,FAILED,Failed password
2026-05-21T04:42:30.910959,192.168.1.39,admin,ssh,login_attempt,SUCCESS,
2026-05-21T04:47:30.910959,192.168.1.35,user,ssh,login_attempt,SUCCESS,
2026-05-21T04:52:30.910959,192.168.1.45,user,ssh,login_attempt,SUCCESS,
2026-05-21T04:57:30.910959,192.168.1.47,user,ssh,login_attempt,SUCCESS,
2026-05-21T05:02:30.910959,10.0.0.5,ubuntu,ssh,login_attempt,FAILED,Failed password
2026-05-21T05:07:30.910959,192.168.1.49,user,ssh,login_attempt,SUCCESS,
2026-05-21T05:12:30.910959,192.168.1.14,user,ssh,login_attempt,SUCCESS,
2026-05-21T05:17:30.910959,192.168.1.18,user,ssh,login_attempt,SUCCESS,
2026-05-21T05:22:30.910959,192.168.1.47,admin,ssh,login_attempt,FAILED,Invalid password
2026-05-21T05:27:30.910959,192.168.1.13,admin,ssh,login_attempt,SUCCESS,
2026-05-21T05:32:30.910959,192.168.1.36,user,ssh,login_attempt,SUCCESS,
2026-05-21T05:37:30.910959,192.168.1.47,user,ssh,login_attempt,SUCCESS,
2026-05-21T05:42:30.910959,192.168.1.14,user,ssh,login_attempt,SUCCESS,
2026-05-21T05:47:30.910959,10.0.0.3,centos,ssh,login_attempt,FAILED,Failed password
2026-05-21T05:52:30.910959,192.168.1.17,user,ssh,login_attempt,FAILED,Failed password
2026-05-21T05:57:30.910959,192.168.1.25,user,ssh,login_attempt,SUCCESS,
2026-05-21T06:02:30.910959,192.168.1.18,admin,ssh,login_attempt,SUCCESS,
2026-05-21T06:07:30.910959,192.168.1.27,user,ssh,login_attempt,SUCCESS,
2026-05-21T06:12:30.910959,192.168.1.10,admin,ssh,login_attempt,SUCCESS,
2026-05-21T06:17:30.910959,192.168.1.49,admin,ssh,login_attempt,FAILED,Failed password
2026-05-21T06:22:30.910959,192.168.1.2,admin,ssh,login_attempt,SUCCESS,
2026-05-21T06:27:30.910959,192.168.1.12,admin,ssh,login_attempt,SUCCESS,
2026-05-21T06:32:30.910959,192.168.1.37,admin,ssh,login_attempt,FAILED,Timeout
2026-05-21T06:37:30.910959,192.168.1.44,user,ssh,login_attempt,FAILED,Timeout
2026-05-21T06:42:30.910959,192.168.1.5,user,ssh,login_attempt,SUCCESS,
2026-05-21T06:47:30.910959,10.0.0.3,test,ssh,login_attempt,FAILED,Timeout
2026-05-21T06:52:30.910959,192.168.1.34,admin,ssh,login_attempt,SUCCESS,
2026-05-21T06:57:30.910959,192.168.1.28,user,ssh,login_attempt,SUCCESS,
2026-05-21T07:02:30.910959,192.168.1.2,user,ssh,login_attempt,SUCCESS,
2026-05-21T07:07:30.910959,192.168.1.24,user,ssh,login_attempt,SUCCESS,
2026-05-21T07:12:30.910959,192.168.1.35,user,ssh,login_attempt,SUCCESS,
2026-05-21T07:17:30.910959,10.0.0.4,admin,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T07:22:30.910959,192.168.1.7,admin,ssh,login_attempt,FAILED,Connection closed
2026-05-21T07:27:30.910959,192.168.1.45,admin,ssh,login_attempt,FAILED,Failed password
2026-05-21T07:32:30.910959,192.168.1.49,admin,ssh,login_attempt,FAILED,Timeout
2026-05-21T07:37:30.910959,192.168.1.10,admin,ssh,login_attempt,SUCCESS,
2026-05-21T07:42:30.910959,192.168.1.16,user,ssh,login_attempt,SUCCESS,
2026-05-21T07:47:30.910959,192.168.1.17,user,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T07:52:30.910959,192.168.1.13,admin,ssh,login_attempt,SUCCESS,
2026-05-21T07:57:30.910959,10.0.0.5,debian,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T08:02:30.910959,192.168.1.49,admin,ssh,login_attempt,SUCCESS,
2026-05-21T08:07:30.910959,192.168.1.49,admin,ssh,login_attempt,SUCCESS,
2026-05-21T08:12:30.910959,192.168.1.15,user,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T08:17:30.910959,192.168.1.7,user,ssh,login_attempt,FAILED,Connection closed
2026-05-21T08:22:30.910959,192.168.1.22,user,ssh,login_attempt,SUCCESS,
2026-05-21T08:27:30.910959,192.168.1.10,user,ssh,login_attempt,SUCCESS,
2026-05-21T08:32:30.910959,192.168.1.8,user,ssh,login_attempt,SUCCESS,
2026-05-21T08:37:30.910959,192.168.1.24,admin,ssh,login_attempt,SUCCESS,
2026-05-21T08:42:30.910959,192.168.1.33,user,ssh,login_attempt,FAILED,Connection closed
2026-05-21T08:47:30.910959,10.0.0.4,debian,ssh,login_attempt,FAILED,Failed password
2026-05-21T08:52:30.910959,192.168.1.11,user,ssh,login_attempt,SUCCESS,
2026-05-21T08:57:30.910959,192.168.1.25,admin,ssh,login_attempt,FAILED,Invalid password
2026-05-21T09:02:30.910959,192.168.1.35,user,ssh,login_attempt,FAILED,Failed password
2026-05-21T09:07:30.910959,192.168.1.20,admin,ssh,login_attempt,SUCCESS,
2026-05-21T09:12:30.910959,192.168.1.16,user,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T09:17:30.910959,192.168.1.2,admin,ssh,login_attempt,FAILED,Failed password
2026-05-21T09:22:30.910959,192.168.1.20,user,ssh,login_attempt,SUCCESS,
2026-05-21T09:27:30.910959,192.168.1.34,user,ssh,login_attempt,SUCCESS,
2026-05-21T09:32:30.910959,192.168.1.21,user,ssh,login_attempt,SUCCESS,
2026-05-21T09:37:30.910959,192.168.1.7,admin,ssh,login_attempt,SUCCESS,
2026-05-21T09:42:30.910959,10.0.0.5,test,ssh,login_attempt,FAILED,Timeout
2026-05-21T09:47:30.910959,192.168.1.8,user,ssh,login_attempt,SUCCESS,
2026-05-21T09:52:30.910959,192.168.1.13,user,ssh,login_attempt,FAILED,Timeout
2026-05-21T09:57:30.910959,192.168.1.43,user,ssh,login_attempt,SUCCESS,
2026-05-21T10:02:30.910959,192.168.1.13,admin,ssh,login_attempt,FAILED,Timeout
2026-05-21T10:07:30.910959,192.168.1.34,admin,ssh,login_attempt,SUCCESS,
2026-05-21T10:12:30.910959,192.168.1.22,admin,ssh,login_attempt,FAILED,Failed password
2026-05-21T10:17:30.910959,192.168.1.29,user,ssh,login_attempt,SUCCESS,
2026-05-21T10:22:30.910959,192.168.1.5,admin,ssh,login_attempt,SUCCESS,
2026-05-21T10:27:30.910959,10.0.0.2,centos,ssh,login_attempt,FAILED,Failed password
2026-05-21T10:32:30.910959,192.168.1.2,admin,ssh,login_attempt,FAILED,Failed password
2026-05-21T10:37:30.910959,192.168.1.9,admin,ssh,login_attempt,SUCCESS,
2026-05-21T10:42:30.910959,192.168.1.30,user,ssh,login_attempt,SUCCESS,
2026-05-21T10:47:30.910959,192.168.1.20,user,ssh,login_attempt,FAILED,Timeout
2026-05-21T10:52:30.910959,192.168.1.6,user,ssh,login_attempt,SUCCESS,
2026-05-21T10:57:30.910959,192.168.1.42,user,ssh,login_attempt,SUCCESS,
2026-05-21T11:02:30.910959,192.168.1.15,user,ssh,login_attempt,SUCCESS,
2026-05-21T11:07:30.910959,192.168.1.9,user,ssh,login_attempt,FAILED,Connection closed
2026-05-21T11:12:30.910959,192.168.1.44,admin,ssh,login_attempt,SUCCESS,
2026-05-21T11:17:30.910959,192.168.1.13,admin,ssh,login_attempt,SUCCESS,
2026-05-21T11:22:30.910959,192.168.1.5,admin,ssh,login_attempt,SUCCESS,
2026-05-21T11:27:30.910959,192.168.1.13,admin,ssh,login_attempt,FAILED,Invalid password
2026-05-21T11:32:30.910959,192.168.1.2,user,ssh,login_attempt,FAILED,Timeout
2026-05-21T11:37:30.910959,192.168.1.12,user,ssh,login_attempt,FAILED,Failed password
2026-05-21T11:42:30.910959,192.168.1.8,user,ssh,login_attempt,SUCCESS,
2026-05-21T11:47:30.910959,192.168.1.36,user,ssh,login_attempt,FAILED,Invalid password
2026-05-21T11:52:30.910959,10.0.0.3,ubuntu,ssh,login_attempt,FAILED,Connection closed
2026-05-21T11:57:30.910959,192.168.1.16,admin,ssh,login_attempt,FAILED,Invalid password
2026-05-21T12:02:30.910959,192.168.1.11,user,ssh,login_attempt,SUCCESS,
2026-05-21T12:07:30.910959,10.0.0.1,ubuntu,ssh,login_attempt,FAILED,Connection closed
2026-05-21T12:12:30.910959,192.168.1.31,admin,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T12:17:30.910959,192.168.1.38,admin,ssh,login_attempt,SUCCESS,
2026-05-21T12:22:30.910959,192.168.1.33,user,ssh,login_attempt,SUCCESS,
2026-05-21T12:27:30.910959,192.168.1.25,admin,ssh,login_attempt,SUCCESS,
2026-05-21T12:32:30.910959,192.168.1.33,admin,ssh,login_attempt,SUCCESS,
2026-05-21T12:37:30.910959,192.168.1.29,user,ssh,login_attempt,FAILED,Invalid password
2026-05-21T12:42:30.910959,192.168.1.15,user,ssh,login_attempt,FAILED,Failed password
2026-05-21T12:47:30.910959,192.168.1.4,admin,ssh,login_attempt,SUCCESS,
2026-05-21T12:52:30.910959,10.0.0.3,user,ssh,login_attempt,FAILED,Failed password
2026-05-21T12:57:30.910959,192.168.1.46,user,ssh,login_attempt,SUCCESS,
2026-05-21T13:02:30.910959,10.0.0.3,admin,ssh,login_attempt,FAILED,Failed password
2026-05-21T13:07:30.910959,192.168.1.38,admin,ssh,login_attempt,FAILED,Connection closed
2026-05-21T13:12:30.910959,192.168.1.13,user,ssh,login_attempt,FAILED,Invalid password
2026-05-21T13:17:30.910959,10.0.0.3,ubuntu,ssh,login_attempt,FAILED,Connection closed
2026-05-21T13:22:30.910959,192.168.1.37,user,ssh,login_attempt,SUCCESS,
2026-05-21T13:27:30.910959,192.168.1.18,user,ssh,login_attempt,SUCCESS,
2026-05-21T13:32:30.910959,192.168.1.13,admin,ssh,login_attempt,SUCCESS,
2026-05-21T13:37:30.910959,192.168.1.16,admin,ssh,login_attempt,SUCCESS,
2026-05-21T13:42:30.910959,192.168.1.50,admin,ssh,login_attempt,SUCCESS,
2026-05-21T13:47:30.910959,192.168.1.44,admin,ssh,login_attempt,SUCCESS,
2026-05-21T13:52:30.910959,192.168.1.17,admin,ssh,login_attempt,SUCCESS,
2026-05-21T13:57:30.910959,192.168.1.22,user,ssh,login_attempt,SUCCESS,
2026-05-21T14:02:30.910959,192.168.1.45,admin,ssh,login_attempt,SUCCESS,
2026-05-21T14:07:30.910959,10.0.0.1,debian,ssh,login_attempt,FAILED,Connection closed
2026-05-21T14:12:30.910959,192.168.1.17,user,ssh,login_attempt,SUCCESS,
2026-05-21T14:17:30.910959,192.168.1.36,admin,ssh,login_attempt,SUCCESS,
2026-05-21T14:22:30.910959,10.0.0.3,root,ssh,login_attempt,FAILED,Connection closed
2026-05-21T14:27:30.910959,192.168.1.34,admin,ssh,login_attempt,SUCCESS,
2026-05-21T14:32:30.910959,192.168.1.21,user,ssh,login_attempt,SUCCESS,
2026-05-21T14:37:30.910959,192.168.1.13,admin,ssh,login_attempt,SUCCESS,
2026-05-21T14:42:30.910959,192.168.1.19,admin,ssh,login_attempt,SUCCESS,
2026-05-21T14:47:30.910959,192.168.1.17,user,ssh,login_attempt,SUCCESS,
2026-05-21T14:52:30.910959,192.168.1.19,user,ssh,login_attempt,SUCCESS,
2026-05-21T14:57:30.910959,192.168.1.15,user,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T15:02:30.910959,192.168.1.13,user,ssh,login_attempt,SUCCESS,
2026-05-21T15:07:30.910959,192.168.1.28,user,ssh,login_attempt,SUCCESS,
2026-05-21T15:12:30.910959,192.168.1.44,admin,ssh,login_attempt,SUCCESS,
2026-05-21T15:17:30.910959,192.168.1.27,admin,ssh,login_attempt,SUCCESS,
2026-05-21T15:22:30.910959,192.168.1.9,user,ssh,login_attempt,SUCCESS,
2026-05-21T15:27:30.910959,192.168.1.16,admin,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T15:32:30.910959,192.168.1.32,admin,ssh,login_attempt,SUCCESS,
2026-05-21T15:37:30.910959,192.168.1.11,admin,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T15:42:30.910959,10.0.0.3,admin,ssh,login_attempt,FAILED,Failed password
2026-05-21T15:47:30.910959,192.168.1.34,user,ssh,login_attempt,SUCCESS,
2026-05-21T15:52:30.910959,192.168.1.33,user,ssh,login_attempt,SUCCESS,
2026-05-21T15:57:30.910959,10.0.0.2,centos,ssh,login_attempt,FAILED,Authentication failure
2026-05-21T16:02:30.910959,192.168.1.14,user,ssh,login_attempt,SUCCESS,
2026-05-21T16:07:30.910959,192.168.1.44,user,ssh,login_attempt,FAILED,Invalid password
2026-05-21T16:12:30.910959,192.168.1.50,admin,ssh,login_attempt,FAILED,Connection closed
2026-05-21T16:17:30.910959,192.168.1.16,user,ssh,login_attempt,SUCCESS,
2026-05-21T16:22:30.910959,192.168.1.31,user,ssh,login_attempt,FAILED,Invalid password
2026-05-21T16:27:30.910959,192.168.1.42,admin,ssh,login_attempt,FAILED,Failed password
2026-05-21T16:32:30.910959,192.168.1.48,admin,ssh,login_attempt,SUCCESS,
2026-05-21T16:37:30.910959,10.0.0.3,centos,ssh,login_attempt,SUCCESS,
2026-05-21T16:42:30.910959,192.168.1.38,user,ssh,login_attempt,FAILED,Failed password
2026-05-21T16:47:30.910959,192.168.1.29,user,ssh,login_attempt,FAILED,Failed password
2026-05-21T16:52:30.910959,192.168.1.33,admin,ssh,login_attempt,SUCCESS,
